Date,Agency,Category,Title,Link
15. June 2026,European Union Agency for Cybersecurity (ENISA),Report,SBOM Adoption State of Play 2026,https://www.linkedin.com/feed/update/urn:li:activity:7470338731531640832/
15. June 2026,Health Canada,Feedback,Sante Canada What We Heard: Draft Guidance on Decentralized Clinical Trials,https://www.linkedin.com/feed/update/urn:li:activity:7471085684796309504/
15. June 2026,Health Products Regulatory Authority (HPRA),Guidance,Application to Vary a Wholesale Distribution Authorisation (AUT-F0792-7),https://www.linkedin.com/feed/update/urn:li:activity:7469979765991591937/
15. June 2026,Medicines and Healthcare products Regulatory Agency,Report,AI Airlock Phase 2 Findings Published,https://www.linkedin.com/feed/update/urn:li:activity:7470355241906135041/
15. June 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical Trials for Medicines: Modifying a Clinical Trial Approval (MHRA) The guidance became fully effective following implementation of the amended UK Clinical Trials Regulations on 28 April 2026.,https://www.linkedin.com/feed/update/urn:li:activity:7469989021750923266/
15. June 2026,MedTech Europe,Response,Response to the EDPB Public Consultation on DPIA Template,https://www.linkedin.com/feed/update/urn:li:activity:7471077948553400320/
15. June 2026,MedTech Leading Voice,Article/Video,"Preview Regulatory Roundup Monday, 15 June 2026",https://www.linkedin.com/feed/update/urn:li:activity:7471123289264996353/
15. June 2026,NMPA-National Medical Products Administration,Guidance,Good Practice for Drug Clinical Trials (2026 Revision) Announcement no. 50/2026,https://www.linkedin.com/feed/update/urn:li:activity:7469996141728751616/9. June 2026
15. June 2026,NMPA-National Medical Products Administration,Standards,Announcement on the Abolition of 10 Medical Device Industry Standards (NMPA Announcement no. 56 of 2026),https://www.linkedin.com/feed/update/urn:li:activity:7469635539889963008/
15. June 2026,South African Health Products Regulatory Authority,Communication,Clinical Trial Applications Electronic System Update,https://www.linkedin.com/feed/update/urn:li:activity:7469629859611291649/
15. June 2026,Swissmedic,Guidance,Swissmedic swissdamed Machine-to-Machine REST API Documentation (BW630_40_810 v3.0),https://www.linkedin.com/feed/update/urn:li:activity:7469991122845655040/
15. June 2026,Swissmedic,Guidance,Swissmedic Anforderungen Ph.,https://www.linkedin.com/feed/update/urn:li:activity:7469992611257298945/
15. June 2026,Swissmedic,Guidance,"Swissmedic Anforderungen PhHelv KomplMedAM (RN106_00_004 v4.2) Version 4.2 updates the document footer only, with no substantive regulatory changes.",https://www.linkedin.com/feed/update/urn:li:activity:7469994397301067776/
15. June 2026,Team-NB,Template,Team-NB Agreement Related to the Transfer of IVDR Formal Application and of Appropriate Surveillance of Legacy Devices,https://www.linkedin.com/feed/update/urn:li:activity:7470716405982625792/
15. June 2026,Therapeutic Goods Administration,Guidance,Compliance Principles 2026 and 2027,https://www.linkedin.com/feed/update/urn:li:activity:7470346527299842049/
15. June 2026,USA Food & Drug Administration FDA,Consultation,FDA Extends Comment Period on Drug Repurposing Initiative,https://www.linkedin.com/feed/update/urn:li:activity:7470713548839653376/
15. June 2026,USA Food & Drug Administration FDA,Update,FDA Breakthrough Devices Program (FDA) updated programme metrics through 31 March 2026.,https://www.linkedin.com/feed/update/urn:li:activity:7469981780914126849/
15. June 2026,USA Food & Drug Administration FDA,Request for Information,FDA Biomarker Incubator: Urinary Kidney Safety Biomarkers; Request for Information (FDA2026N0005),https://www.linkedin.com/feed/update/urn:li:activity:7469984528753942528/
15. June 2026,World Health Organization,Guidance,Digital Transformation Handbook for Reporting Substandard and Falsified Medical Products,https://www.linkedin.com/feed/update/urn:li:activity:7470348603673391104/
