Date,Agency,Category,Title,Link
29. June 2026,USA Food & Drug Administration FDA,Guidance,FDA Submitting Clinical Trial Datasets to Evaluate the Impact of Immunogenicity on the Pharmacokinetics of a Drug,https://www.linkedin.com/feed/update/urn:li:activity:7473612690184310784/
29. June 2026,USA Food & Drug Administration FDA,Classification,FDA Simple In Vitro Diagnostic Device for the Detection of Secreted Proteins from Bacillus Species in Human Clinical Samples,https://www.linkedin.com/feed/update/urn:li:activity:7475071124393922561/
29. June 2026,USA Food & Drug Administration FDA,Classification,FDA Classification of Endoscopic Traction Device FDA issued a final order classifying the endoscopic traction device as Class II (special controls) through the De Novo pathway.,https://www.linkedin.com/feed/update/urn:li:activity:7475073595858354176/
29. June 2026,USA Food & Drug Administration FDA,Classification,FDA Medical Devices; Gastroenterology-Urology Devices; Classification of the Ingestible Gastrointestinal Blood Detection Capsule,https://www.linkedin.com/feed/update/urn:li:activity:7474699522951282688/
29. June 2026,USA Food & Drug Administration FDA,Classification,FDA Medical Devices; Radiology Devices; Classification of the Radiological Machine Learning-Based Quantitative Imaging Software With Predetermined Change Control Plan,https://www.linkedin.com/feed/update/urn:li:activity:7474698938768474112/
29. June 2026,USA Food & Drug Administration FDA,Announcement,FDA Actions to Accelerate and Modernize Early and Late-Stage Clinical Development,https://www.linkedin.com/feed/update/urn:li:activity:7475068863844552704/
29. June 2026,USA Food & Drug Administration FDA,Update,FDA Augmented Reality and Virtual Reality Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7474696638356307968/
29. June 2026,USA Food & Drug Administration FDA,Update,FDA Medical Devices that Incorporate Sensor-based Digital Health Technology (sDHT),https://www.linkedin.com/feed/update/urn:li:activity:7474695804318957568/
29. June 2026,USA Food & Drug Administration FDA,Update,FDA Artificial Intelligence-Enabled Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7474697251001540608/
29. June 2026,USA Food & Drug Administration FDA,Report,FDA Oncology Center of Excellence (OCE) Annual Report 2025,https://www.linkedin.com/feed/update/urn:li:activity:7473615812692615169/
,,,,
,,,,
,,,,
,,,,
6. July 2026,South African Health Products Regulatory Authority,Communication,Research Use Only (RUO) and Investigational Use Only (IUO) Medical Devices including In Vitro Diagnostic Devices (IVDs),https://www.linkedin.com/feed/update/urn:li:activity:7476193021034733568/
6. July 2026,Central Drugs Standard Control Organization,Circular,"CDSCO Circular Sale of In-Vitro Fertilization Media, Reagents and Related Consumables Used in Assisted Reproductive Technology Procedures",https://www.linkedin.com/feed/update/urn:li:activity:7476190503185866753/
6. July 2026,Egyptian Drug Authority,Registry,Issues the Respiratory Medicines Section of the Egyptian Drug Registry 2026,https://www.linkedin.com/feed/update/urn:li:activity:7476241788501155842/
6. July 2026,Egyptian Drug Authority,Registry,Issues the Human Immunodeficiency Virus (HIV) Treatment Drugs Section of the Egyptian Drug Registry 2026,https://www.linkedin.com/feed/update/urn:li:activity:7476240105133817856/
6. July 2026,EU Health and Food Safety,Post,"We are one step closer to a more streamlined, efficient, and coordinated pathway for combined medicinedevice therapies!",https://www.linkedin.com/feed/update/urn:li:activity:7476223144584785920/
6. July 2026,European Commission,Guidance,EU GMP Volume 4 Annex 19: Reference and Retention Samples (Revision 2026),https://www.linkedin.com/feed/update/urn:li:activity:7476187817220685825/
6. July 2026,European Data Protection Board,Digest,One-Stop-Shop Thematic Case Digest: Right to Object and Right to Erasure,https://www.linkedin.com/feed/update/urn:li:activity:7476220276335267841/
6. July 2026,European Directorate for the Quality of Medicines & HealthCare (EDQM),Recommendation,Reducing Sex- and Gender-Related Inequities in Organ Donation and Transplantation,https://www.linkedin.com/feed/update/urn:li:activity:7476216853330231297/
6. July 2026,European Directorate for the Quality of Medicines & HealthCare (EDQM),Recommendation,Establishing Harmonised Measures for the Protection of Third-Party Gamete Donors,https://www.linkedin.com/feed/update/urn:li:activity:7476218132177719297/
6. July 2026,European Directorate for the Quality of Medicines & HealthCare (EDQM),Guidance,EU OCABR guidelines revised to remove references to the rabbit pyrogen test,https://www.linkedin.com/feed/update/urn:li:activity:7476199182836523008/
6. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,MHRA Innovation Office: guidance and support,https://www.linkedin.com/feed/update/urn:li:activity:7476174684125061121/
6. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,What is the difference between the Innovative Licensing and Access Pathway (ILAP) and the MHRA-NICE Aligned Pathway?,https://www.linkedin.com/feed/update/urn:li:activity:7475992136375648256/
6. July 2026,National Institute of Standards and Technology (NIST),Guidance,SP 800-213 Revision 1 (Initial Public Draft): IoT Product Cybersecurity Guidelines for the Federal Government Establishing IoT Product Cybersecurity Requirements,https://www.linkedin.com/feed/update/urn:li:activity:7476223427272544256/
6. July 2026,USA Food & Drug Administration FDA,Report,FDA CDER Office of Pharmaceutical Quality Report on the State of Pharmaceutical Quality (FY2025),https://www.linkedin.com/feed/update/urn:li:activity:7476225768767950849/
6. July 2026,USA Food & Drug Administration FDA,Report,FDA CDER Drug Trials Snapshots Summary Report 2025,https://www.linkedin.com/feed/update/urn:li:activity:7476195066756251649/

